265	16.7511
266	31.3653
267	33.9711
268	24.2589
269	25.861
270	26.6177
271	35.6076
272	30.0937
273	24.4906
274	26.1029
275	24.2006
276	26.0494
277	27.0713
278	25.1658
279	22.1756
280	24.0164
281	21.5516
282	31.3209
283	22.7697
284	25.2054
285	22.882
286	22.5616
287	30.6555
288	24.3862
289	23.491
290	25.275
291	27.1907
292	26.5685
293	23.8121
294	28.7005
295	24.3482
296	22.3137
297	25.7467
298	26.6815
299	27.9471
300	28.6897
301	21.1911
302	22.1433
303	18.8672
304	27.9381
305	28.0299
306	22.2495
307	18.9738
308	26.1343
309	24.9085
310	25.0289
311	24.6504
312	31.4253
313	24.4115
314	20.0164
315	19.5962
316	11.5105
317	30.124
318	22.1211
320	20.6912
321	21.1421
322	27.2866
323	35.4064
324	16.4521
325	21.836
326	24.5518
327	20.6483
328	24.7747
329	23.4197
330	19.935
331	27.759
332	31.3145
333	28.7341
334	20.7403
335	27.5081
336	25.3156
337	24.0141
338	27.6455
339	30.2008
340	24.0562
341	30.632
342	20.3876
343	28.1116
344	29.9128
345	21.2827
346	24.4629
347	24.3492
348	32.3913
349	27.29
350	19.4868
351	24.8881
352	27.656
353	26.2003
354	27.662
355	24.9789
356	28.1981
357	20.4245
358	29.3548
359	27.0802
360	33.5065
361	23.1523
362	32.5459
363	25.5662
364	22.9654
365	29.1243
366	26.5208
367	28.5459
368	25.4507
369	21.6198
370	17.8191
371	19.9552
372	26.761
373	21.0658
374	30.6244
375	22.6955
376	22.6949
377	24.8722
378	25.8226
379	21.1124
380	22.8272
381	11.3741
382	25.8324
383	25.7357
384	28.735
386	26.388
387	24.5344
388	30.9018
389	26.5709
390	21.2853
391	21.0135
392	26.7392
393	23.2091
394	29.4255
395	39.8762
396	28.0495
397	26.2335
398	28.1217
399	22.656
400	24.7342
401	31.1389
402	26.9519
403	23.7285
404	27.1125
405	30.8603
406	26.5841
407	23.8252
408	25.421
409	21.0528
410	25.655
411	26.1084
412	23.8805
413	16.3906
414	21.5959
415	29.0359
416	24.6508
417	20.8282
418	19.8004
419	25.5644
420	31.0388
421	22.1654
422	25.9704
423	28.5215
424	28.2941
425	22.685
426	36.6975
427	23.8979
428	20.3508
430	26.7024
431	25.1906
432	25.7753
433	25.9702
434	31.6461
435	25.0347
436	26.1532
437	32.8089
438	14.2665
439	25.6474
440	23.0235
441	17.2761
442	32.5137
443	24.2707
444	22.6345
445	27.171
446	17.2143
447	16.687
448	18.8005
449	18.7931
450	25.5989
451	14.2893
452	28.0561
453	22.754
454	19.0137
455	29.5571
456	17.5236
457	23.1151
458	18.4236
459	23.3625
461	24.4795
462	14.8518
463	15.519
464	28.3039
465	25.5313
466	18.2321
467	12.5316
468	31.5191
469	13.3376
470	23.0576
472	25.5518
473	32.6861
474	22.8319
475	13.4949
476	24.0462
477	24.3709
478	27.8961
479	22.7683
480	5.39518
481	28.2698
482	23.3234
483	2.07478
484	25.9574
485	15.8349
486	19.8127
487	23.8354
489	27.2391
490	11.9308
491	25.4439
492	24.5368
493	29.6432
494	25.0537
495	16.8528
496	15.2856
497	14.5609
498	17.5067
499	26.4122
500	21.0071
501	28.4861
502	26.1315
503	26.0356
504	18.3104
505	28.0733
506	22.7163
507	26.1556
508	26.7285
509	13.6323
510	20.9236
511	25.6669
512	23.5302
513	25.5412
514	8.34283
515	29.562
516	25.6981
517	26.4786
518	27.4675
519	102.341
520	31.4879
521	22.7097
522	23.1894
523	23.7869
524	24.1952
525	21.7401
526	28.1784
527	29.1978
528	25.7663
529	31.953
530	18.2714
531	30.2783
532	15.4802
533	24.7098
534	26.522
535	25.0467
536	23.1102
537	14.9733
538	23.7023
539	21.7227
541	31.2105
542	27.2787
543	24.1164
544	31.4529
545	54.6507
546	23.4717
547	32.8228
549	24.4326
550	29.1848
551	23.785
552	22.4287
553	19.4798
554	25.037
555	24.2377
556	21.8874
557	23.3339
558	22.6677
560	18.4388
561	27.7682
562	12.6143
563	28.7703
564	15.9554
565	25.0797
566	21.5287
567	23.6737
569	27.5524
570	41.9028
571	26.6194
572	28.1898
573	28.5961
574	39.314
575	26.5546
576	83.8003
577	26.0662
578	25.2359
579	24.4371
580	21.9271
581	26.0642
582	25.6766
583	24.5754
584	24.8649
585	17.2378
586	20.5537
587	30.6249
588	16.3946
589	26.6098
590	27.2486
591	24.1026
592	31.0575
593	23.4919
594	22.9353
595	21.9795
596	22.3942
597	11.5598
599	32.4416
600	26.2974
601	19.8295
602	26.7271
603	20.5247
604	27.6158
605	11.1406
606	28.402
607	44.2247
608	23.9545
609	23.7668
610	14.6322
611	43.4814
612	23.1893
613	29.1357
614	23.4409
615	21.5884
616	23.4871
617	24.6342
618	15.104
619	21.1521
620	22.4338
621	55.8053
622	31.1267
623	20.2923
624	26.1426
626	26.9664
627	26.6642
628	24.6683
629	23.1719
630	23.7509
633	22.0271
634	21.5898
635	23.484
636	44.3796
637	22.803
638	23.4611
640	17.2006
641	60.2933
