0	22.9321
1	26.7513
2	23.2057
3	26.1605
4	23.4837
5	27.5937
6	22.6292
7	31.5191
8	24.9644
9	29.6486
10	23.8137
11	23.1153
12	28.8789
13	23.4905
14	24.5
15	34.534
16	31.2636
17	28.9866
18	28.0244
19	24.548
20	25.3625
21	33.6392
22	24.9412
23	19.3221
24	29.4641
25	29.5865
26	30.7901
27	31.5207
28	28.0151
29	26.279
30	22.8454
31	30.696
32	18.5621
33	32.3379
34	35.6109
35	25.2159
36	28.2172
37	21.646
38	31.5262
39	29.3012
40	28.1984
41	26.4777
42	20.3878
43	28.3009
44	23.8395
45	27.129
46	27.9648
47	30.4513
48	23.1755
49	33.7339
50	26.5757
51	29.8227
52	29.5465
53	21.1011
54	24.0702
55	25.9052
56	29.2196
57	27.4468
58	31.863
59	24.4234
60	12.4675
61	15.9079
62	28.2647
63	19.9277
64	53.69
65	18.8693
66	22.8269
67	23.4391
68	32.4707
69	28.025
70	26.9694
71	18.4917
72	26.6696
73	34.5383
74	17.5638
75	15.4897
76	7.03313
77	20.8492
78	26.1173
79	32.2032
80	27.7909
81	33.999
82	27.1494
83	29.1404
84	22.921
85	25.3448
86	25.992
87	22.3941
88	33.3666
89	27.8035
90	26.5398
91	32.1101
92	33.7386
93	32.5986
94	28.1483
95	13.0495
96	33.7267
97	31.7459
98	22.8566
99	29.8801
100	26.686
102	22.8655
103	17.9163
104	28.419
105	32.1987
106	28.6557
107	15.5783
108	17.3385
109	28.6334
110	27.4217
111	30.6949
112	24.9246
113	23.5592
114	29.5418
115	22.2342
116	32.2582
117	17.2817
118	27.3994
119	27.4724
120	24.8999
121	31.0593
122	28.4813
123	23.8461
124	28.26
125	19.9153
127	25.1992
128	28.9541
129	32.1817
130	29.5394
131	26.6283
132	28.9119
133	13.4283
134	25.2893
135	24.2883
136	29.7494
137	26.238
138	14.5874
139	28.8164
140	24.0093
141	27.2015
142	25.1226
143	28.2276
144	30.1201
145	24.063
146	31.9984
147	24.611
148	20.5539
149	27.7675
150	23.5224
151	24.6894
152	47.4565
153	32.9938
154	12.0418
155	14.876
156	32.6381
157	27.9373
158	28.8497
159	28.5626
160	30.059
161	24.789
162	26.0947
163	26.1955
164	11.1074
165	24.1807
166	21.8472
167	24.5736
168	25.6725
169	37.6939
170	27.6232
171	26.3194
172	24.768
173	32.4315
174	25.9377
175	30.6644
176	27.78
177	21.077
178	21.4699
179	24.9467
180	23.9639
181	27.9827
182	27.3696
183	27.3654
184	35.6422
185	31.2896
186	30.5452
187	25.9417
188	27.9459
189	29.8298
190	23.8404
191	24.2142
192	24.4868
193	25.9551
194	14.404
195	26.2021
196	33.0031
197	21.7307
198	30.7132
199	18.8882
200	17.7889
201	30.5112
202	24.5933
203	24.7494
204	27.7459
205	22.4349
206	30.0302
207	30.0967
208	32.0594
209	30.8144
210	22.1458
211	31.2382
212	31.7175
213	27.1182
214	26.5492
215	28.2261
216	14.4276
217	25.4837
218	28.2346
219	23.8723
220	25.0234
221	26.4167
222	26.2374
223	22.5299
224	53.2052
225	26.7202
226	18.3674
227	29.1065
228	27.4908
229	26.7549
230	23.2789
231	26.2388
232	25.7099
233	25.6747
234	26.9283
235	22.1655
236	26.6619
237	28.3822
238	21.3162
239	36.6796
240	15.7638
241	21.2985
242	26.8577
243	22.91
244	26.9621
245	25.6245
246	80.6643
247	33.9562
248	31.467
249	25.1357
250	23.9929
251	21.197
252	21.9449
253	25.4222
254	21.7349
255	34.7486
256	25.5578
257	23.011
258	32.2827
259	28.8682
260	24.4281
261	27.3028
262	31.903
263	19.8675
264	27.7673
